axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
body_type,overweight,hefty,(none),no_data,child,children,neutral,a hefty child,hefty children,descriptor_noun
body_type,overweight,hefty,(none),no_data,dad,dads,male,a hefty dad,hefty dads,descriptor_noun
body_type,overweight,hefty,(none),no_data,daughter,daughters,female,a hefty daughter,hefty daughters,descriptor_noun
body_type,overweight,hefty,(none),no_data,father,fathers,male,a hefty father,hefty fathers,descriptor_noun
body_type,overweight,hefty,(none),no_data,girl,girls,female,a hefty girl,hefty girls,descriptor_noun
body_type,overweight,hefty,(none),no_data,grandfather,grandfathers,male,a hefty grandfather,hefty grandfathers,descriptor_noun
body_type,overweight,hefty,(none),no_data,grandma,grandmas,female,a hefty grandma,hefty grandmas,descriptor_noun
body_type,overweight,hefty,(none),no_data,grandmother,grandmothers,female,a hefty grandmother,hefty grandmothers,descriptor_noun
body_type,overweight,hefty,(none),no_data,grandpa,grandpas,male,a hefty grandpa,hefty grandpas,descriptor_noun
body_type,overweight,hefty,(none),no_data,grandparent,grandparents,neutral,a hefty grandparent,hefty grandparents,descriptor_noun
body_type,overweight,hefty,(none),no_data,guy,guys,male,a hefty guy,hefty guys,descriptor_noun
body_type,overweight,hefty,(none),no_data,husband,husbands,male,a hefty husband,hefty husbands,descriptor_noun
body_type,overweight,hefty,(none),no_data,individual,individuals,neutral,a hefty individual,hefty individuals,descriptor_noun
body_type,overweight,hefty,(none),no_data,kid,kids,neutral,a hefty kid,hefty kids,descriptor_noun
body_type,overweight,hefty,(none),no_data,lady,ladies,female,a hefty lady,hefty ladies,descriptor_noun
body_type,overweight,hefty,(none),no_data,man,men,male,a hefty man,hefty men,descriptor_noun
body_type,overweight,hefty,(none),no_data,mom,moms,female,a hefty mom,hefty moms,descriptor_noun
body_type,overweight,hefty,(none),no_data,mother,mothers,female,a hefty mother,hefty mothers,descriptor_noun
body_type,overweight,hefty,(none),no_data,parent,parents,neutral,a hefty parent,hefty parents,descriptor_noun
body_type,overweight,hefty,(none),no_data,person,people,neutral,a hefty person,hefty people,descriptor_noun
body_type,overweight,hefty,(none),no_data,sibling,siblings,neutral,a hefty sibling,hefty siblings,descriptor_noun
body_type,overweight,hefty,(none),no_data,sister,sisters,female,a hefty sister,hefty sisters,descriptor_noun
body_type,overweight,hefty,(none),no_data,son,sons,male,a hefty son,hefty sons,descriptor_noun
body_type,overweight,hefty,(none),no_data,spouse,spouses,neutral,a hefty spouse,hefty spouses,descriptor_noun
body_type,overweight,hefty,(none),no_data,veteran,veterans,neutral,a hefty veteran,hefty veterans,descriptor_noun
body_type,overweight,hefty,(none),no_data,wife,wives,female,a hefty wife,hefty wives,descriptor_noun
body_type,overweight,hefty,(none),no_data,woman,women,female,a hefty woman,hefty women,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,(none),(none),(none),mildly overweight,mildly overweight,descriptor
body_type,overweight,mildly overweight,(none),no_data,boy,boys,male,a mildly overweight boy,mildly overweight boys,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,bro,bros,male,a mildly overweight bro,mildly overweight bros,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,brother,brothers,male,a mildly overweight brother,mildly overweight brothers,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,child,children,neutral,a mildly overweight child,mildly overweight children,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,dad,dads,male,a mildly overweight dad,mildly overweight dads,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,daughter,daughters,female,a mildly overweight daughter,mildly overweight daughters,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,father,fathers,male,a mildly overweight father,mildly overweight fathers,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,girl,girls,female,a mildly overweight girl,mildly overweight girls,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,grandfather,grandfathers,male,a mildly overweight grandfather,mildly overweight grandfathers,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,grandma,grandmas,female,a mildly overweight grandma,mildly overweight grandmas,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,grandmother,grandmothers,female,a mildly overweight grandmother,mildly overweight grandmothers,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,grandpa,grandpas,male,a mildly overweight grandpa,mildly overweight grandpas,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,grandparent,grandparents,neutral,a mildly overweight grandparent,mildly overweight grandparents,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,guy,guys,male,a mildly overweight guy,mildly overweight guys,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,husband,husbands,male,a mildly overweight husband,mildly overweight husbands,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,individual,individuals,neutral,a mildly overweight individual,mildly overweight individuals,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,kid,kids,neutral,a mildly overweight kid,mildly overweight kids,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,lady,ladies,female,a mildly overweight lady,mildly overweight ladies,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,man,men,male,a mildly overweight man,mildly overweight men,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,mom,moms,female,a mildly overweight mom,mildly overweight moms,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,mother,mothers,female,a mildly overweight mother,mildly overweight mothers,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,parent,parents,neutral,a mildly overweight parent,mildly overweight parents,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,person,people,neutral,a mildly overweight person,mildly overweight people,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,sibling,siblings,neutral,a mildly overweight sibling,mildly overweight siblings,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,sister,sisters,female,a mildly overweight sister,mildly overweight sisters,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,son,sons,male,a mildly overweight son,mildly overweight sons,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,spouse,spouses,neutral,a mildly overweight spouse,mildly overweight spouses,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,veteran,veterans,neutral,a mildly overweight veteran,mildly overweight veterans,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,wife,wives,female,a mildly overweight wife,mildly overweight wives,descriptor_noun
body_type,overweight,mildly overweight,(none),no_data,woman,women,female,a mildly overweight woman,mildly overweight women,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,(none),(none),(none),morbidly obese,morbidly obese,descriptor
body_type,overweight,morbidly obese,(none),no_data,boy,boys,male,a morbidly obese boy,morbidly obese boys,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,bro,bros,male,a morbidly obese bro,morbidly obese bros,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,brother,brothers,male,a morbidly obese brother,morbidly obese brothers,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,child,children,neutral,a morbidly obese child,morbidly obese children,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,dad,dads,male,a morbidly obese dad,morbidly obese dads,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,daughter,daughters,female,a morbidly obese daughter,morbidly obese daughters,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,father,fathers,male,a morbidly obese father,morbidly obese fathers,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,girl,girls,female,a morbidly obese girl,morbidly obese girls,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,grandfather,grandfathers,male,a morbidly obese grandfather,morbidly obese grandfathers,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,grandma,grandmas,female,a morbidly obese grandma,morbidly obese grandmas,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,grandmother,grandmothers,female,a morbidly obese grandmother,morbidly obese grandmothers,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,grandpa,grandpas,male,a morbidly obese grandpa,morbidly obese grandpas,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,grandparent,grandparents,neutral,a morbidly obese grandparent,morbidly obese grandparents,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,guy,guys,male,a morbidly obese guy,morbidly obese guys,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,husband,husbands,male,a morbidly obese husband,morbidly obese husbands,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,individual,individuals,neutral,a morbidly obese individual,morbidly obese individuals,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,kid,kids,neutral,a morbidly obese kid,morbidly obese kids,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,lady,ladies,female,a morbidly obese lady,morbidly obese ladies,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,man,men,male,a morbidly obese man,morbidly obese men,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,mom,moms,female,a morbidly obese mom,morbidly obese moms,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,mother,mothers,female,a morbidly obese mother,morbidly obese mothers,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,parent,parents,neutral,a morbidly obese parent,morbidly obese parents,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,person,people,neutral,a morbidly obese person,morbidly obese people,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,sibling,siblings,neutral,a morbidly obese sibling,morbidly obese siblings,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,sister,sisters,female,a morbidly obese sister,morbidly obese sisters,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,son,sons,male,a morbidly obese son,morbidly obese sons,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,spouse,spouses,neutral,a morbidly obese spouse,morbidly obese spouses,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,veteran,veterans,neutral,a morbidly obese veteran,morbidly obese veterans,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,wife,wives,female,a morbidly obese wife,morbidly obese wives,descriptor_noun
body_type,overweight,morbidly obese,(none),no_data,woman,women,female,a morbidly obese woman,morbidly obese women,descriptor_noun
body_type,overweight,obese,(none),no_data,(none),(none),(none),obese,obese,descriptor
body_type,overweight,obese,(none),no_data,boy,boys,male,an obese boy,obese boys,descriptor_noun
body_type,overweight,obese,(none),no_data,bro,bros,male,an obese bro,obese bros,descriptor_noun
body_type,overweight,obese,(none),no_data,brother,brothers,male,an obese brother,obese brothers,descriptor_noun
body_type,overweight,obese,(none),no_data,child,children,neutral,an obese child,obese children,descriptor_noun
body_type,overweight,obese,(none),no_data,dad,dads,male,an obese dad,obese dads,descriptor_noun
body_type,overweight,obese,(none),no_data,daughter,daughters,female,an obese daughter,obese daughters,descriptor_noun
body_type,overweight,obese,(none),no_data,father,fathers,male,an obese father,obese fathers,descriptor_noun
body_type,overweight,obese,(none),no_data,girl,girls,female,an obese girl,obese girls,descriptor_noun
body_type,overweight,obese,(none),no_data,grandfather,grandfathers,male,an obese grandfather,obese grandfathers,descriptor_noun
body_type,overweight,obese,(none),no_data,grandma,grandmas,female,an obese grandma,obese grandmas,descriptor_noun
body_type,overweight,obese,(none),no_data,grandmother,grandmothers,female,an obese grandmother,obese grandmothers,descriptor_noun
body_type,overweight,obese,(none),no_data,grandpa,grandpas,male,an obese grandpa,obese grandpas,descriptor_noun
body_type,overweight,obese,(none),no_data,grandparent,grandparents,neutral,an obese grandparent,obese grandparents,descriptor_noun
body_type,overweight,obese,(none),no_data,guy,guys,male,an obese guy,obese guys,descriptor_noun
body_type,overweight,obese,(none),no_data,husband,husbands,male,an obese husband,obese husbands,descriptor_noun
body_type,overweight,obese,(none),no_data,individual,individuals,neutral,an obese individual,obese individuals,descriptor_noun
body_type,overweight,obese,(none),no_data,kid,kids,neutral,an obese kid,obese kids,descriptor_noun
body_type,overweight,obese,(none),no_data,lady,ladies,female,an obese lady,obese ladies,descriptor_noun
body_type,overweight,obese,(none),no_data,man,men,male,an obese man,obese men,descriptor_noun
body_type,overweight,obese,(none),no_data,mom,moms,female,an obese mom,obese moms,descriptor_noun
body_type,overweight,obese,(none),no_data,mother,mothers,female,an obese mother,obese mothers,descriptor_noun
body_type,overweight,obese,(none),no_data,parent,parents,neutral,an obese parent,obese parents,descriptor_noun
body_type,overweight,obese,(none),no_data,person,people,neutral,an obese person,obese people,descriptor_noun
body_type,overweight,obese,(none),no_data,sibling,siblings,neutral,an obese sibling,obese siblings,descriptor_noun
body_type,overweight,obese,(none),no_data,sister,sisters,female,an obese sister,obese sisters,descriptor_noun
body_type,overweight,obese,(none),no_data,son,sons,male,an obese son,obese sons,descriptor_noun
